	EF1	EF2	EH1	EH2
Cluster-52392.0	43	25	42	34
Cluster-52393.0	31	30	53	37
Cluster-52393.1	15	10	18	15
Cluster-52394.0	21	21	29	23
Cluster-52395.0	6	12	15	7
Cluster-52396.0	13	13	23	20
Cluster-52397.0	6	11	6	8
Cluster-52398.0	33	25	58	33
Cluster-52399.0	10	6	13	20
Cluster-52400.0	28	18	36	40
Cluster-52401.0	76	61	50	37
Cluster-52402.0	13	8	8	11
Cluster-52403.0	2	7	7	10
Cluster-52404.0	9	19	16	19
Cluster-52405.0	58	62	56	67
Cluster-52406.0	7	15	12	17
Cluster-52407.0	7	4	13	6
Cluster-52408.0	6	6	3	8
Cluster-52408.1	2	1	1	5
Cluster-52409.0	13	9	22	16
Cluster-52410.0	5	8	12	7
Cluster-52411.0	3	4	3	4
Cluster-52412.0	53	35	56	64
Cluster-52413.0	5	4	5	9
Cluster-52414.0	9	7	9	16
Cluster-52415.0	14	9	24	17
Cluster-52416.0	4	1	11	7
Cluster-52417.0	4	10	7	4
Cluster-52418.0	2	7	6	4
Cluster-52419.0	20	15	22	26
Cluster-52420.0	6	1	6	3
Cluster-52421.0	5	5	5	8
Cluster-52422.0	13	3	13	5
Cluster-52423.0	2	2	6	1
Cluster-52424.0	6	4	10	9
Cluster-52425.0	3	4	14	7
Cluster-52426.0	1	5	3	3
Cluster-52427.0	17	34	17	15
Cluster-52428.0	17	9	13	8
Cluster-52429.0	3	0	9	5
Cluster-52430.0	3	1	4	3
Cluster-52431.0	28	11	33	23
Cluster-52432.0	15	19	17	16
Cluster-52433.0	19	35	32	24
Cluster-52434.0	4	7	6	10
Cluster-52435.0	4	2	7	0
Cluster-52436.0	2	2	4	3
Cluster-52437.0	52	55	45	83
Cluster-52438.0	8	10	3	5
Cluster-52439.0	4	2	4	3
Cluster-52440.0	3	3	4	5
Cluster-52441.0	5	6	10	10
Cluster-52442.0	8	3	4	7
Cluster-52443.0	2	5	1	5
Cluster-52444.0	33	13	16	16
Cluster-52445.0	10	18	18	14
Cluster-52446.0	6	4	4	15
Cluster-52447.0	10	1	7	5
Cluster-52448.0	19	14	22	20
Cluster-52449.0	6	1	6	3
Cluster-52450.0	5	8	5	14
Cluster-52451.0	30	21	32	18
Cluster-52452.0	25	32	51	33
Cluster-52453.0	3	0	6	3
Cluster-52454.0	18	14	12	12
Cluster-52455.0	22	22	30	32
Cluster-52456.0	4	6	8	8
Cluster-52457.0	8	10	11	17
Cluster-52458.0	11	14	13	19
Cluster-52459.0	6	12	7	8
Cluster-52460.0	4	4	7	3
Cluster-52461.0	10	2	5	4
Cluster-52462.0	8	7	2	2
Cluster-52463.0	7	3	9	6
Cluster-52464.0	16	6	24	22
Cluster-52465.0	20	14	30	21
Cluster-52466.0	6	1	13	0
Cluster-52467.0	3	1	9	6
Cluster-52468.0	14	11	23	14
Cluster-52469.0	26	31	40	29
Cluster-52470.0	1	3	3	5
Cluster-52471.0	3	3	2	3
Cluster-52472.0	9	5	15	19
Cluster-52473.0	12	7	23	15
Cluster-52474.0	34	55	41	35
Cluster-52475.0	10	39	25	30
Cluster-52476.0	7	3	3	11
Cluster-52477.0	8	12	19	18
Cluster-52478.0	68	100	64	79
Cluster-52479.0	8	9	10	3
Cluster-52480.0	10	7	12	15
Cluster-52481.0	20	21	17	15
Cluster-52482.0	47	41	113	90
Cluster-52483.0	35	42	83	73
Cluster-52484.0	2	1	5	4
Cluster-52485.0	2	5	4	7
Cluster-52486.0	18	16	22	26
Cluster-52487.0	8	5	8	12
Cluster-52488.0	9	6	9	5
Cluster-52489.0	3	5	6	3
Cluster-52490.0	7	4	8	3
Cluster-52491.0	5	4	5	5
Cluster-52492.0	5	14	17	15
Cluster-52493.0	22	13	29	21
Cluster-52494.0	4	2	4	4
Cluster-52495.0	4	2	5	7
Cluster-52496.0	4	4	6	9
Cluster-52497.0	32	23	59	57
Cluster-52498.0	4	6	4	3
Cluster-52499.0	34	28	33	33
Cluster-52500.0	4	4	4	5
Cluster-52501.0	56	77	96	99
Cluster-52502.0	20	24	24	23
Cluster-52503.0	74	78	70	80
Cluster-52504.0	18	13	20	19
Cluster-52505.0	15	17	17	9
Cluster-52506.0	8	3	3	7
Cluster-52507.0	6	1	3	3
Cluster-52508.0	50	28	32	42
Cluster-52509.0	8	3	11	5
Cluster-52510.0	16	7	41	13
Cluster-52511.0	74	143	105	75
Cluster-52512.0	15	9	35	41
Cluster-52513.0	4	3	5	4
Cluster-52514.0	4	2	7	6
Cluster-52515.0	17	13	19	23
Cluster-52515.1	8	11	8	8
Cluster-52516.0	4	6	5	5
Cluster-52517.0	3	5	4	5
Cluster-52518.0	5	7	20	10
Cluster-52519.0	59	55	71	65
Cluster-52520.0	7	0	2	7
Cluster-52521.0	46	37	125	102
Cluster-52522.0	8	11	11	8
Cluster-52523.0	31	39	30	40
Cluster-52524.0	5	0	7	2
Cluster-52525.0	11	2	10	9
Cluster-52526.0	51	62	81	73
Cluster-52527.0	24	21	30	34
Cluster-52528.0	10	5	16	21
Cluster-52529.0	1	4	4	4
Cluster-52530.0	22	33	80	59
Cluster-52531.0	11	11	17	17
Cluster-52532.0	5	3	6	9
Cluster-52533.0	27	18	28	23
Cluster-52534.0	37	45	34	45
Cluster-52535.0	11	14	8	4
Cluster-52536.0	12	12	27	23
Cluster-52537.0	3	4	5	4
Cluster-52538.0	4	7	9	8
Cluster-52539.0	6	2	5	3
Cluster-52540.0	10	12	8	7
Cluster-52541.0	4	2	2	5
Cluster-52542.0	8	5	6	5
Cluster-52543.0	4	3	3	3
Cluster-52543.1	46	42	77	46
Cluster-52544.0	9	9	9	10
Cluster-52545.0	6	7	6	3
Cluster-52546.0	3	4	4	1
Cluster-52547.0	3	2	5	5
Cluster-52547.1	6	2	7	5
Cluster-52548.0	3	0	7	3
Cluster-52549.0	21	17	55	29
Cluster-52550.0	2	4	1	8
Cluster-52551.0	10	11	14	12
Cluster-52552.0	37	29	42	36
Cluster-52553.0	10	12	31	22
Cluster-52554.0	14	9	17	10
Cluster-52555.0	7	3	8	7
Cluster-52556.0	49	33	83	33
Cluster-52557.0	18	19	23	17
Cluster-52558.0	43	64	198	165
Cluster-52559.0	22	24	28	25
Cluster-52560.0	32	38	85	59
Cluster-52561.0	10	10	14	10
Cluster-52562.0	2	5	5	8
Cluster-52563.0	42	37	67	63
Cluster-52564.0	23	19	18	21
Cluster-52565.0	2	3	4	4
Cluster-52566.0	6	7	4	4
Cluster-52567.0	4	2	4	6
Cluster-52568.0	17	10	21	12
Cluster-52569.0	10	14	13	14
Cluster-52570.0	20	10	23	35
Cluster-52571.0	4	3	9	4
Cluster-52572.0	8	2	7	3
Cluster-52573.0	5	3	4	3
Cluster-52574.0	3	6	10	6
Cluster-52575.0	12	4	17	12
Cluster-52576.0	5	1	4	2
Cluster-52577.0	7	3	19	10
Cluster-52578.0	11	9	13	16
Cluster-52579.0	8	4	10	8
Cluster-52580.0	19	12	25	13
Cluster-52581.0	5	8	5	9
Cluster-52581.1	4	6	3	7
Cluster-52582.0	23	20	54	45
Cluster-52583.0	27	18	45	31
Cluster-52584.0	6	4	3	10
Cluster-52584.1	2	0	1	2
Cluster-52584.2	11	5	6	11
Cluster-52584.3	1145	1042	1491	1327
Cluster-52584.4	9	7	7	10
Cluster-52585.0	10	9	17	4
Cluster-52586.0	4	1	2	5
Cluster-52587.0	5	2	4	2
Cluster-52588.0	114	100	146	110
Cluster-52589.0	9	5	19	17
Cluster-52590.0	7	3	10	6
Cluster-52591.0	20	34	47	37
Cluster-52592.0	13	3	5	6
Cluster-52593.0	79	61	74	78
Cluster-52594.0	30	51	44	45
Cluster-52595.0	9	19	19	19
Cluster-52596.0	5	6	8	2
Cluster-52597.0	11	17	10	15
Cluster-52598.0	38	17	108	67
Cluster-52598.1	35	25	132	93
Cluster-52599.0	17	16	32	39
Cluster-52600.0	11	7	9	8
Cluster-52601.0	3	4	5	5
Cluster-52602.0	7	5	10	11
Cluster-52603.0	6	3	5	1
Cluster-52604.0	53	52	67	51
Cluster-52605.0	216	202	380	265
Cluster-52606.0	4	5	3	1
Cluster-52607.0	12	17	13	13
Cluster-52608.0	10	17	20	15
Cluster-52609.0	4	2	4	5
Cluster-52610.0	12	11	13	6
Cluster-52611.0	17	12	21	41
Cluster-52612.0	25	39	24	55
Cluster-52613.0	4	1	9	0
Cluster-52614.0	7	4	9	4
Cluster-52615.0	9	10	9	9
Cluster-52616.0	6	5	10	9
Cluster-52617.0	7	9	13	8
Cluster-52618.0	6	9	15	14
Cluster-52619.0	11	10	14	10
Cluster-52620.0	8	6	8	10
Cluster-52621.0	5	1	12	5
Cluster-52622.0	17	16	22	36
Cluster-52623.0	6	6	5	8
Cluster-52624.0	12	6	10	17
Cluster-52625.0	9	21	8	15
Cluster-52626.0	4	3	8	3
Cluster-52627.0	9	6	11	12
Cluster-52628.0	33	18	87	62
Cluster-52629.0	34	28	18	16
Cluster-52630.0	6	14	22	15
Cluster-52631.0	27	23	30	23
Cluster-52632.0	13	14	15	18
Cluster-52633.0	11	8	6	8
Cluster-52634.0	2	2	6	2
Cluster-52635.0	7	7	7	10
Cluster-52636.0	4	2	2	4
Cluster-52637.0	4	9	10	8
Cluster-52638.0	6	8	13	6
Cluster-52639.0	5	3	4	2
Cluster-52640.0	2	1	4	4
Cluster-52641.0	560	547	966	812
Cluster-52642.0	8	2	4	6
Cluster-52643.0	5	9	5	3
Cluster-52644.0	22	13	54	38
Cluster-52645.0	19	17	26	24
Cluster-52646.0	33	33	24	30
Cluster-52646.1	3	3	3	2
Cluster-52647.0	11	5	14	11
Cluster-52648.0	7	2	8	9
Cluster-52649.0	7	1	12	10
Cluster-52650.0	5	1	10	1
Cluster-52651.0	2	2	7	7
Cluster-52652.0	9	10	19	16
Cluster-52653.0	29	25	41	34
Cluster-52654.0	4	4	7	2
Cluster-52655.0	11	6	12	15
Cluster-52656.0	3	3	7	16
Cluster-52657.0	43	43	75	60
Cluster-52657.1	6	9	6	8
Cluster-52658.0	7	5	13	13
Cluster-52659.0	12	10	10	12
Cluster-52660.0	7	0	5	1
Cluster-52661.0	4	2	4	4
Cluster-52662.0	60	45	49	35
Cluster-52663.0	9	10	7	10
Cluster-52664.0	46	37	46	42
Cluster-52665.0	3	3	11	8
Cluster-52666.0	33	13	58	54
Cluster-52667.0	8	14	23	23
Cluster-52668.0	13	9	17	14
Cluster-52669.0	38	20	51	65
Cluster-52670.0	5	2	2	6
Cluster-52671.0	56	58	79	56
Cluster-52672.0	55	54	120	121
Cluster-52673.0	15	19	32	28
Cluster-52674.0	6	8	2	1
Cluster-52675.0	32	31	35	46
Cluster-52676.0	3	7	4	5
Cluster-52677.0	8	10	22	20
Cluster-52678.0	25	17	46	39
Cluster-52679.0	24	11	41	42
Cluster-52680.0	4	2	4	4
Cluster-52681.0	3	6	4	6
Cluster-52682.0	4	2	6	5
Cluster-52683.0	29	24	44	30
Cluster-52684.0	18	16	18	23
Cluster-52685.0	14	16	32	21
Cluster-52686.0	6	5	10	11
Cluster-52687.0	46	37	28	25
Cluster-52688.0	1	3	4	4
Cluster-52689.0	27	35	44	48
Cluster-52689.1	551	516	762	803
Cluster-52690.0	5	11	19	22
Cluster-52691.0	8	6	9	3
Cluster-52692.0	2	2	3	4
Cluster-52693.0	9	10	19	6
Cluster-52694.0	24	9	6	8
Cluster-52695.0	3	1	4	7
Cluster-52696.0	2	4	2	3
Cluster-52697.0	78	61	102	79
Cluster-52697.1	9	12	23	14
Cluster-52698.0	1	1	6	4
Cluster-52699.0	4	4	16	14
Cluster-52699.1	184	223	253	240
Cluster-52700.0	1	1	6	5
Cluster-52701.0	16	5	12	9
Cluster-52702.0	19	26	12	21
Cluster-52703.0	15	14	20	18
Cluster-52704.0	6	7	13	10
Cluster-52705.0	7	11	10	17
Cluster-52706.0	22	11	43	33
Cluster-52707.0	12	14	24	17
Cluster-52708.0	8	5	10	10
Cluster-52709.0	22	22	167	139
Cluster-52710.0	27	18	25	26
Cluster-52711.0	86	115	195	159
Cluster-52711.1	83	123	242	220
Cluster-52712.0	3	0	6	2
Cluster-52713.0	20	21	39	20
Cluster-52714.0	23	20	5	18
Cluster-52715.0	8	9	15	12
Cluster-52716.0	3	7	5	7
Cluster-52717.0	12	12	14	4
Cluster-52718.0	22	24	29	21
Cluster-52719.0	8	8	15	5
Cluster-52720.0	18	2	28	9
Cluster-52721.0	22	22	31	28
Cluster-52722.0	9	12	17	10
Cluster-52723.0	28	35	29	23
Cluster-52723.1	44	41	22	33
Cluster-52724.0	10	22	14	9
Cluster-52724.1	26	28	33	23
Cluster-52725.0	4	8	8	13
Cluster-52726.0	6	4	9	2
Cluster-52727.0	12	22	29	18
Cluster-52728.0	12	5	20	17
Cluster-52729.0	3	7	2	2
Cluster-52730.0	3	1	6	2
Cluster-52731.0	12	19	22	13
Cluster-52732.0	7	8	17	13
Cluster-52733.0	9	8	10	7
Cluster-52734.0	18	18	31	26
Cluster-52735.0	17	18	37	35
Cluster-52736.0	7	4	6	2
Cluster-52737.0	21	24	32	30
Cluster-52738.0	4	2	2	8
Cluster-52739.0	12	20	12	13
Cluster-52740.0	3	2	4	3
Cluster-52741.0	282	282	519	504
Cluster-52742.0	3	5	8	4
Cluster-52743.0	8	6	24	18
Cluster-52744.0	10	8	18	14
Cluster-52745.0	8	4	5	7
Cluster-52746.0	4	4	2	5
Cluster-52747.0	4	4	3	4
Cluster-52748.0	4	8	10	5
Cluster-52749.0	3	2	4	3
Cluster-52750.0	7	4	15	15
Cluster-52751.0	3	5	5	2
Cluster-52752.0	22	22	52	29
Cluster-52753.0	44	63	23	32
Cluster-52754.0	6	5	6	9
Cluster-52755.0	29	40	45	49
Cluster-52756.0	7	8	14	13
Cluster-52757.0	5	2	7	0
Cluster-52758.0	11	6	17	15
Cluster-52759.0	19	21	40	26
Cluster-52760.0	6	2	9	6
Cluster-52761.0	25	37	56	60
Cluster-52762.0	4	16	7	13
Cluster-52763.0	4	5	10	17
Cluster-52764.0	3	3	7	3
Cluster-52765.0	21	18	31	20
Cluster-52766.0	4	5	7	3
Cluster-52767.0	10	9	11	7
Cluster-52768.0	21	30	12	18
Cluster-52769.0	42	42	81	60
Cluster-52770.0	10	5	23	17
Cluster-52771.0	5	0	8	4
Cluster-52772.0	16	19	20	18
Cluster-52773.0	16	18	40	34
Cluster-52774.0	5	1	9	5
Cluster-52775.0	26	18	30	35
Cluster-52776.0	5	3	6	6
Cluster-52777.0	51	39	72	70
Cluster-52778.0	2	3	7	0
Cluster-52779.0	7	7	9	3
Cluster-52780.0	15	7	22	18
Cluster-52781.0	6	5	2	5
Cluster-52782.0	29	32	53	44
Cluster-52783.0	5	9	25	12
Cluster-52784.0	16	15	33	26
Cluster-52785.0	5	2	8	13
Cluster-52786.0	7	3	9	6
Cluster-52787.0	98	119	421	252
Cluster-52787.1	106	110	204	148
Cluster-52788.0	5	1	3	5
Cluster-52789.0	2	2	4	5
Cluster-52790.0	35	55	74	77
Cluster-52790.1	27	30	41	39
Cluster-52791.0	7	16	15	10
Cluster-52792.0	10	6	23	13
Cluster-52793.0	9	8	22	23
Cluster-52794.0	6	7	22	14
Cluster-52795.0	3	4	12	6
Cluster-52796.0	9	4	7	10
Cluster-52797.0	12	5	4	7
Cluster-52798.0	10	8	3	5
Cluster-52798.1	15	5	5	5
Cluster-52798.2	2	2	4	5
Cluster-52799.0	4	4	3	0
Cluster-52800.0	4	3	2	2
Cluster-52801.0	5	0	7	0
Cluster-52802.0	10	4	12	12
Cluster-52803.0	31	17	39	33
Cluster-52804.0	26	16	106	55
Cluster-52805.0	3	2	4	5
Cluster-52806.0	3	3	7	9
Cluster-52806.1	6	4	13	9
Cluster-52807.0	13	11	11	20
Cluster-52808.0	17	24	19	29
Cluster-52809.0	35	48	43	50
Cluster-52810.0	3	5	7	3
Cluster-52811.0	5	7	5	8
Cluster-52812.0	26	24	31	21
Cluster-52813.0	129	137	134	98
Cluster-52814.0	11	4	19	12
Cluster-52815.0	4	0	8	9
Cluster-52816.0	7	2	13	3
Cluster-52817.0	14	15	27	19
Cluster-52818.0	10	14	12	21
Cluster-52819.0	6	3	9	9
Cluster-52820.0	7	2	16	8
Cluster-52821.0	11	6	6	6
Cluster-52822.0	9	11	11	24
Cluster-52823.0	7	7	17	7
Cluster-52824.0	2	3	4	3
Cluster-52825.0	11	7	10	13
Cluster-52826.0	23	12	14	15
Cluster-52827.0	11	22	19	23
Cluster-52828.0	12	2	29	17
Cluster-52829.0	1	2	3	6
Cluster-52830.0	4	2	3	3
Cluster-52831.0	68	72	117	105
Cluster-52832.0	29	42	30	33
Cluster-52833.0	12	2	23	15
Cluster-52834.0	21	13	40	51
Cluster-52835.0	57	79	156	148
Cluster-52836.0	5	1	6	5
Cluster-52837.0	6	2	4	3
Cluster-52838.0	2	2	3	4
Cluster-52839.0	15	29	50	24
Cluster-52840.0	21	20	39	28
Cluster-52841.0	77	93	38	81
Cluster-52842.0	37	31	32	27
Cluster-52843.0	24	24	41	28
Cluster-52844.0	12	5	18	12
Cluster-52845.0	17	18	31	31
Cluster-52846.0	20	24	26	30
Cluster-52847.0	18	10	151	109
Cluster-52848.0	24	20	29	27
Cluster-52849.0	4	2	15	15
Cluster-52850.0	7	3	3	1
Cluster-52851.0	5	3	2	1
Cluster-52852.0	12	13	43	43
Cluster-52853.0	4	1	6	2
Cluster-52854.0	10	3	16	14
Cluster-52855.0	8	2	3	4
Cluster-52856.0	20	16	23	23
Cluster-52857.0	41	37	49	41
Cluster-52858.0	2	0	4	5
Cluster-52859.0	12	9	16	12
Cluster-52860.0	21	26	31	42
Cluster-52861.0	1	0	4	8
Cluster-52862.0	18	5	14	10
Cluster-52863.0	3	4	6	8
Cluster-52864.0	7	12	18	6
Cluster-52865.0	49	47	66	58
Cluster-52866.0	22	23	29	34
Cluster-52867.0	11	8	0	0
Cluster-52867.1	21	25	7	5
Cluster-52868.0	8	2	8	12
Cluster-52869.0	42	42	37	38
Cluster-52870.0	4	3	3	2
Cluster-52871.0	5	0	2	5
Cluster-52872.0	23	15	29	28
Cluster-52873.0	8	14	29	11
Cluster-52874.0	28	38	25	18
Cluster-52875.0	12	11	18	18
Cluster-52876.0	3	4	5	5
Cluster-52877.0	5	6	11	3
Cluster-52878.0	5	7	2	7
Cluster-52879.0	2	0	8	3
Cluster-52880.0	8	3	2	3
Cluster-52881.0	2	1	5	4
Cluster-52882.0	66	63	63	71
Cluster-52883.0	4	4	6	8
Cluster-52883.1	6	3	14	14
Cluster-52884.0	11	1	16	9
Cluster-52885.0	32	52	121	92
Cluster-52886.0	15	15	35	23
Cluster-52887.0	3	6	19	13
Cluster-52888.0	12	18	19	9
Cluster-52889.0	38	30	63	48
Cluster-52890.0	4	1	5	5
Cluster-52891.0	2	7	4	2
Cluster-52892.0	4	1	5	1
Cluster-52893.0	31	36	44	28
Cluster-52894.0	7	4	5	4
Cluster-52895.0	2	3	5	4
Cluster-52896.0	16	19	16	7
Cluster-52897.0	4	1	4	2
Cluster-52898.0	49	46	48	43
Cluster-52899.0	3	2	4	4
Cluster-52900.0	10	19	85	70
Cluster-52901.0	6	6	6	2
Cluster-52902.0	65	64	74	72
Cluster-52903.0	20	17	17	20
Cluster-52904.0	424	456	481	485
Cluster-52905.0	3	1	4	3
Cluster-52906.0	10	7	14	8
Cluster-52907.0	12	2	5	5
Cluster-52908.0	9	6	4	6
Cluster-52909.0	27	24	47	29
Cluster-52910.0	7	7	6	4
Cluster-52911.0	16	7	36	27
Cluster-52912.0	24	30	35	24
Cluster-52913.0	2	8	2	3
Cluster-52914.0	8	8	10	8
Cluster-52915.0	16	6	22	14
Cluster-52916.0	13	9	7	7
Cluster-52917.0	41	32	75	57
Cluster-52918.0	20	9	20	15
Cluster-52919.0	22	33	46	43
Cluster-52920.0	31	33	26	21
Cluster-52921.0	4	9	10	7
Cluster-52922.0	52	41	44	32
Cluster-52923.0	13	6	3	7
Cluster-52924.0	41	79	56	52
Cluster-52925.0	5	4	5	10
Cluster-52926.0	5	8	12	9
Cluster-52927.0	7	7	7	2
Cluster-52928.0	21	19	21	20
Cluster-52929.0	2	4	10	8
Cluster-52930.0	29	24	28	18
Cluster-52931.0	8	5	17	6
Cluster-52932.0	6	3	8	6
Cluster-52933.0	6	1	1	3
Cluster-52934.0	13	7	7	14
Cluster-52934.1	6	11	10	2
Cluster-52935.0	3	1	6	3
Cluster-52936.0	35	59	71	54
Cluster-52937.0	3	2	3	4
Cluster-52938.0	8	7	4	12
Cluster-52939.0	4	5	2	8
Cluster-52940.0	1	2	6	5
Cluster-52941.0	6	5	10	12
Cluster-52942.0	3	9	4	5
Cluster-52943.0	3	0	6	4
Cluster-52944.0	7	2	3	9
Cluster-52945.0	9	5	19	17
Cluster-52946.0	9	4	4	10
Cluster-52947.0	16	7	23	23
Cluster-52948.0	19	13	17	26
Cluster-52949.0	8	5	15	6
Cluster-52949.1	21	25	15	19
Cluster-52950.0	8	11	12	14
Cluster-52951.0	4	6	8	12
Cluster-52952.0	4	2	5	8
Cluster-52953.0	32	29	54	53
Cluster-52954.0	2	4	2	4
Cluster-52955.0	9	14	13	20
Cluster-52956.0	15	8	20	18
Cluster-52957.0	35	34	76	68
Cluster-52958.0	39	45	37	33
Cluster-52959.0	6	5	7	6
Cluster-52960.0	14	7	24	29
Cluster-52961.0	3	0	5	8
Cluster-52962.0	16	12	21	7
Cluster-52963.0	30	32	75	53
Cluster-52964.0	2	3	10	8
Cluster-52965.0	12	17	10	17
Cluster-52966.0	3	2	5	3
Cluster-52967.0	1	3	4	4
Cluster-52967.1	79	45	120	96
Cluster-52968.0	10	19	26	19
Cluster-52969.0	17	23	31	28
Cluster-52970.0	363	416	544	401
Cluster-52971.0	12	15	30	14
Cluster-52972.0	26	28	40	62
Cluster-52973.0	5	4	9	8
Cluster-52974.0	5	7	9	4
Cluster-52975.0	5	1	9	11
Cluster-52976.0	17	10	26	19
Cluster-52977.0	4	2	2	5
Cluster-52978.0	9	5	12	14
Cluster-52979.0	3	4	2	7
Cluster-52980.0	11	12	18	22
Cluster-52981.0	3	2	12	9
Cluster-52982.0	9	4	8	7
Cluster-52983.0	34	34	35	21
Cluster-52984.0	37	12	57	28
Cluster-52985.0	14	9	19	19
Cluster-52986.0	44	29	39	26
Cluster-52986.1	139	131	149	136
Cluster-52986.2	22	20	25	9
Cluster-52987.0	52	60	93	65
Cluster-52988.0	19	9	19	19
Cluster-52989.0	16	18	27	27
Cluster-52990.0	7	15	13	12
Cluster-52991.0	6	4	8	5
Cluster-52992.0	16	12	16	4
Cluster-52993.0	21	30	43	31
Cluster-52994.0	6	3	4	2
Cluster-52995.0	25	33	7	4
Cluster-52996.0	9	11	6	4
Cluster-52997.0	73	85	114	104
Cluster-52998.0	125	133	157	165
Cluster-52999.0	18	14	17	9
Cluster-53000.0	22	11	19	16
Cluster-53001.0	5	5	8	6
Cluster-53002.0	12	13	12	9
Cluster-53003.0	27	31	37	28
Cluster-53004.0	7	1	11	8
Cluster-53005.0	12	9	14	16
Cluster-53006.0	14	12	19	19
Cluster-53007.0	4	1	5	3
Cluster-53008.0	11	6	6	11
Cluster-53009.0	13	10	8	5
Cluster-53010.0	7	6	5	36
Cluster-53011.0	13	10	22	17
Cluster-53012.0	4	0	3	13
Cluster-53013.0	3	2	14	14
Cluster-53014.0	9	7	14	15
Cluster-53015.0	40	35	37	42
Cluster-53016.0	8	3	14	9
Cluster-53017.0	21	17	22	25
Cluster-53018.0	5	7	19	7
Cluster-53019.0	6	4	5	6
Cluster-53020.0	10	10	22	12
Cluster-53021.0	6	7	6	3
Cluster-53022.0	24	21	21	15
Cluster-53023.0	8	11	9	7
Cluster-53024.0	7	5	8	9
Cluster-53025.0	6	3	12	14
Cluster-53025.1	11	12	26	13
Cluster-53026.0	51	43	58	55
Cluster-53027.0	4	2	4	6
Cluster-53028.0	5	4	5	5
Cluster-53029.0	15	11	12	12
Cluster-53030.0	32	38	56	40
Cluster-53031.0	7	16	1	4
Cluster-53032.0	4	3	4	4
Cluster-53033.0	9	3	13	9
Cluster-53034.0	24	10	29	19
Cluster-53035.0	11	14	11	16
Cluster-53036.0	15	16	23	23
Cluster-53037.0	9	5	4	4
Cluster-53038.0	16	18	6	0
Cluster-53039.0	8	9	11	15
Cluster-53040.0	15	8	19	19
Cluster-53041.0	3	3	5	1
Cluster-53042.0	19	7	20	15
Cluster-53043.0	3	6	5	6
Cluster-53044.0	45	34	67	56
Cluster-53045.0	6	7	8	6
Cluster-53046.0	8	10	7	13
Cluster-53047.0	7	2	9	4
Cluster-53048.0	11	14	13	15
Cluster-53049.0	14	35	47	28
Cluster-53050.0	27	17	40	23
Cluster-53051.0	49	56	82	72
Cluster-53052.0	7	7	3	4
Cluster-53053.0	17	15	41	20
Cluster-53054.0	7	3	3	6
Cluster-53055.0	22	23	46	47
Cluster-53056.0	7	5	2	0
Cluster-53057.0	11	12	60	35
Cluster-53058.0	43	28	30	25
Cluster-53058.1	46	37	30	39
Cluster-53059.0	14	13	25	24
Cluster-53060.0	7	7	8	4
Cluster-53061.0	4	2	4	2
Cluster-53062.0	25	19	33	31
Cluster-53063.0	2	4	3	3
Cluster-53064.0	14	9	13	18
Cluster-53065.0	10	6	16	7
Cluster-53066.0	4	5	10	8
Cluster-53067.0	3	1	8	1
Cluster-53068.0	6	3	8	8
Cluster-53069.0	4	3	11	13
Cluster-53070.0	21	22	40	22
Cluster-53071.0	222	252	374	387
Cluster-53072.0	17	25	23	15
Cluster-53073.0	25	16	26	15
Cluster-53074.0	11	6	8	10
Cluster-53075.0	4	6	5	5
Cluster-53076.0	3	2	10	4
Cluster-53077.0	2	5	8	2
Cluster-53078.0	14	20	31	25
Cluster-53079.0	3	4	10	7
Cluster-53080.0	29	22	62	46
Cluster-53081.0	39	29	34	29
Cluster-53082.0	37	29	46	33
Cluster-53083.0	409	400	404	414
Cluster-53083.1	37	43	27	33
Cluster-53084.0	4	7	4	2
Cluster-53085.0	4	3	19	13
Cluster-53086.0	14	18	24	4
Cluster-53087.0	346	378	308	361
Cluster-53087.1	0	4	1	3
Cluster-53088.0	67	87	53	47
Cluster-53089.0	10	14	14	13
Cluster-53090.0	11	5	11	13
Cluster-53091.0	2	2	6	2
Cluster-53092.0	10	18	26	16
Cluster-53093.0	38	38	38	40
Cluster-53094.0	5	6	5	1
Cluster-53095.0	55	60	97	67
Cluster-53096.0	3	2	3	4
Cluster-53097.0	552	597	581	580
Cluster-53098.0	16	15	12	12
Cluster-53099.0	3	4	4	1
Cluster-53100.0	9	2	10	7
Cluster-53101.0	9	13	14	19
Cluster-53102.0	8	7	8	5
Cluster-53103.0	8	8	8	7
Cluster-53104.0	6	4	12	16
Cluster-53105.0	5	2	6	4
Cluster-53106.0	17	16	18	16
Cluster-53107.0	3	1	7	4
Cluster-53108.0	11	10	12	7
Cluster-53109.0	7	2	15	14
Cluster-53110.0	13	6	16	15
Cluster-53111.0	8	12	11	10
Cluster-53112.0	14	10	22	18
Cluster-53113.0	29	18	58	37
Cluster-53114.0	8	4	28	34
Cluster-53115.0	6	4	4	3
Cluster-53116.0	6	3	8	3
Cluster-53117.0	30	33	22	24
Cluster-53118.0	10	7	8	10
Cluster-53119.0	6	9	10	3
Cluster-53120.0	95	85	143	109
Cluster-53121.0	9	6	14	20
Cluster-53122.0	6	10	16	6
Cluster-53123.0	8	3	9	7
Cluster-53124.0	13	13	19	14
Cluster-53125.0	14	13	14	31
Cluster-53126.0	4	5	8	3
Cluster-53127.0	11	8	19	12
Cluster-53128.0	1	5	7	5
Cluster-53129.0	21	19	30	25
Cluster-53130.0	5	1	7	6
Cluster-53131.0	1	4	4	1
Cluster-53131.1	39	83	65	89
